,0,1,2,3,4,5,6,7,8,9
0,782,28,29,15,8,0,18,9,43,68
1,6,881,4,1,1,0,16,1,4,86
2,112,6,382,46,85,26,292,25,13,13
3,25,15,43,400,65,87,291,45,8,21
4,25,1,17,18,621,5,255,47,6,5
5,13,10,17,172,62,476,172,56,4,18
6,8,4,7,13,7,4,954,0,2,1
7,13,3,22,55,71,20,59,737,2,18
8,87,59,3,6,5,2,14,0,777,47
9,15,61,0,3,1,0,10,5,9,896
