,0,1,2,3,4,5,6,7,8,9
0,670,60,21,19,10,4,16,27,78,95
1,4,829,0,5,0,3,18,3,7,131
2,92,19,283,92,91,85,225,63,14,36
3,12,18,18,387,33,194,207,58,19,54
4,23,8,19,44,456,26,279,121,7,17
5,3,10,11,225,37,514,97,73,5,25
6,3,5,10,52,10,6,886,11,4,13
7,10,3,7,36,56,69,39,722,0,58
8,64,74,6,11,5,9,13,8,703,107
9,12,99,2,10,2,2,9,13,9,842
