,0,1,2,3,4,5,6,7,8,9
0,741,33,31,9,10,1,17,16,64,78
1,4,906,0,0,0,0,4,0,12,74
2,68,11,503,36,64,20,222,37,14,25
3,18,15,23,454,38,54,305,27,28,38
4,9,3,20,20,664,7,216,48,8,5
5,8,15,21,140,39,534,163,47,12,21
6,3,5,11,16,5,0,951,2,4,3
7,8,8,18,23,43,19,53,787,6,35
8,44,22,3,2,2,0,9,3,889,26
9,10,56,1,2,0,0,5,1,8,917
