,0,1,2,3,4,5,6,7,8,9
0,644,18,67,33,21,8,22,21,119,47
1,21,785,10,12,0,3,28,4,41,96
2,64,6,516,61,89,70,127,30,25,12
3,16,13,70,467,59,165,132,48,16,14
4,23,7,66,75,579,33,131,60,19,7
5,8,4,69,197,70,478,88,64,11,11
6,6,2,38,42,11,15,872,7,3,4
7,11,6,35,44,75,70,27,692,3,37
8,53,30,13,24,5,7,26,5,798,39
9,25,84,12,26,4,9,20,18,38,764
