,0,1,2,3,4,5,6,7,8,9
0,793,7,32,33,19,6,11,8,61,30
1,4,893,0,6,2,1,5,0,20,69
2,29,0,692,55,61,63,69,19,8,4
3,5,0,22,732,32,140,46,10,6,7
4,2,2,16,49,840,19,45,25,2,0
5,3,1,11,114,25,811,15,15,1,4
6,1,2,11,41,6,12,921,1,2,3
7,5,2,4,38,39,38,6,862,0,6
8,20,8,4,11,2,3,4,2,930,16
9,3,28,2,7,1,2,3,3,11,940
