,0,1,2,3,4,5,6,7,8,9
0,753,52,36,3,3,0,8,12,65,68
1,1,967,0,0,0,0,2,0,1,29
2,35,19,635,18,36,35,146,44,9,23
3,13,31,40,564,28,87,117,40,17,63
4,11,7,29,20,681,7,146,74,9,16
5,5,14,22,92,29,665,61,72,3,37
6,3,9,11,11,5,5,935,4,8,9
7,8,5,12,15,15,13,17,886,3,26
8,23,45,3,1,0,0,4,4,875,45
9,3,84,0,1,0,0,1,0,4,907
